Timestamp,Length,Protocol,time,time_diff,throughput,delay,jitter
1734275067.541441,60,STP,2024-12-15 15:04:27.541440964,2.001163006,29.982565048476616,2.001163006,-0.0006389620000000207
1734275069.544855,60,STP,2024-12-15 15:04:29.544855118,2.003414154,29.948874964372443,2.003414154,0.002251148000000036
1734275071.547383,60,STP,2024-12-15 15:04:31.547383070,2.002527952,29.962128588555153,2.002527952,-0.0008862020000002246
1734275073.550553,60,STP,2024-12-15 15:04:33.550553083,2.003170013,29.952525053099425,2.003170013,0.0006420610000001936
1734275075.55668,60,STP,2024-12-15 15:04:35.556679964,2.006126881,29.908377465183868,2.006126881,0.002956868000000057
1734275077.561839,60,STP,2024-12-15 15:04:37.561839104,2.00515914,29.922812011818674,2.00515914,-0.0009677410000001885
1734275079.573212,60,STP,2024-12-15 15:04:39.573211908,2.011372804,29.830372510097835,2.011372804,0.006213664000000119
1734275080.375945,98,ICMP,2024-12-15 15:04:40.375945091,0.802733183,122.08290634473498,0.802733183,-1.208639621
1734275080.39126,98,ICMP,2024-12-15 15:04:40.391259909,0.015314818,6399.031317251044,0.015314818,-0.787418365
1734275081.003387,98,ICMP,2024-12-15 15:04:41.003386974,0.612127065,160.09747910754444,0.612127065,0.596812247
1734275081.019114,98,ICMP,2024-12-15 15:04:41.019114017,0.015727043,6231.304893106733,0.015727043,-0.596400022
1734275081.501211,98,ICMP,2024-12-15 15:04:41.501210928,0.482096911,203.27863083943302,0.482096911,0.466369868
1734275081.549294,98,ICMP,2024-12-15 15:04:41.549293995,0.048083067,2038.139538811033,0.048083067,-0.43401384400000004
1734275081.569055,98,ICMP,2024-12-15 15:04:41.569055080,0.019761085,4959.2418634907945,0.019761085,-0.028321982
1734275081.573008,60,STP,2024-12-15 15:04:41.573008060,0.00395298,15178.422354780443,0.00395298,-0.015808105000000003
1734275081.615564,98,ICMP,2024-12-15 15:04:41.615564108,0.042556048,2302.845414593009,0.042556048,0.038603068
1734275081.634613,98,ICMP,2024-12-15 15:04:41.634613037,0.019048929,5144.64618981991,0.019048929,-0.023507119
1734275081.714344,98,ICMP,2024-12-15 15:04:41.714344025,0.079730988,1229.1331445685835,0.079730988,0.060682059
1734275081.737249,98,ICMP,2024-12-15 15:04:41.737248898,0.022904873,4278.565526209205,0.022904873,-0.056826115
1734275081.824115,98,ICMP,2024-12-15 15:04:41.824115038,0.08686614,1128.1726113304908,0.08686614,0.06396126699999999
1734275081.844157,98,ICMP,2024-12-15 15:04:41.844156981,0.020041943,4889.745470286988,0.020041943,-0.066824197
1734275081.927491,98,ICMP,2024-12-15 15:04:41.927490950,0.083333969,1175.9910295404268,0.083333969,0.063292026
1734275081.94863,98,ICMP,2024-12-15 15:04:41.948630095,0.021139145,4635.949088763997,0.021139145,-0.062194823999999996
1734275082.06147,98,ICMP,2024-12-15 15:04:42.061470032,0.112839937,868.4868372445121,0.112839937,0.091700792
1734275082.331632,98,ICMP,2024-12-15 15:04:42.331631899,0.270161867,362.7454943520952,0.270161867,0.15732193
1734275082.346861,98,ICMP,2024-12-15 15:04:42.346860886,0.015228987,6435.0964381281565,0.015228987,-0.25493288000000003
1734275082.987235,98,ICMP,2024-12-15 15:04:42.987235069,0.640374183,153.03552610583614,0.640374183,0.6251451960000001
1734275083.002414,98,ICMP,2024-12-15 15:04:43.002413988,0.015178919,6456.322746040083,0.015178919,-0.625195264
1734275083.579934,60,STP,2024-12-15 15:04:43.579933882,0.577519894,103.89252495603208,0.577519894,0.562340975
1734275083.659178,98,ICMP,2024-12-15 15:04:43.659178019,0.079244137,1236.6845511864176,0.079244137,-0.49827575700000004
1734275083.675494,98,ICMP,2024-12-15 15:04:43.675493956,0.016315937,6006.397303446318,0.016315937,-0.0629282
1734275084.576438,98,ICMP,2024-12-15 15:04:44.576437950,0.900943994,108.77479693815462,0.900943994,0.884628057
1734275084.59267,98,ICMP,2024-12-15 15:04:44.592669964,0.016232014,6037.451668043164,0.016232014,-0.8847119800000001
1734275085.543752,42,ARP,2024-12-15 15:04:45.543751955,0.951081991,44.16023055576919,0.951081991,0.934849977
1734275085.559572,42,ARP,2024-12-15 15:04:45.559571981,0.015820026,2654.8628933985315,0.015820026,-0.935261965
1734275085.575062,42,ARP,2024-12-15 15:04:45.575062037,0.015490056,2711.4169245095045,0.015490056,-0.0003299700000000006
1734275085.579956,60,STP,2024-12-15 15:04:45.579956055,0.004894018,12259.865002539835,0.004894018,-0.010596038
1734275085.590141,42,ARP,2024-12-15 15:04:45.590141058,0.010185003,4123.710125564028,0.010185003,0.005290985
1734275086.051139,42,ARP,2024-12-15 15:04:46.051139116,0.460998058,91.10667446672845,0.460998058,0.45081305499999996
1734275086.067106,42,ARP,2024-12-15 15:04:46.067106008,0.015966892,2630.4430442693542,0.015966892,-0.445031166
1734275086.082549,42,ARP,2024-12-15 15:04:46.082549095,0.015443087,2719.663497330553,0.015443087,-0.0005238050000000005
1734275086.097766,42,ARP,2024-12-15 15:04:46.097765923,0.015216828,2760.102171096368,0.015216828,-0.0002262589999999995
1734275086.819335,42,ARP,2024-12-15 15:04:46.819334984,0.721569061,58.20648676620574,0.721569061,0.7063522329999999
1734275086.823572,42,ARP,2024-12-15 15:04:46.823571920,0.004236936,9912.823795308685,0.004236936,-0.717332125
1734275086.860246,42,ARP,2024-12-15 15:04:46.860245943,0.036674023,1145.224782129847,0.036674023,0.032437087
1734275086.860247,42,ARP,2024-12-15 15:04:46.860246897,9.54e-07,44025157.2327044,9.54e-07,-0.036673069
1734275086.876976,42,ARP,2024-12-15 15:04:46.876976013,0.016729116,2510.5929087944637,0.016729116,0.016728161999999998
1734275086.876978,42,ARP,2024-12-15 15:04:46.876977921,1.908e-06,22012578.6163522,1.908e-06,-0.016727208
1734275086.913005,42,ARP,2024-12-15 15:04:46.913005114,0.036027193,1165.786077200075,0.036027193,0.036025285
1734275086.913007,42,ARP,2024-12-15 15:04:46.913007021,1.907e-06,22024121.657052964,1.907e-06,-0.036025286
1734275087.075933,42,ARP,2024-12-15 15:04:47.075932980,0.162925959,257.7858080921285,0.162925959,0.162924052
1734275087.07594,42,ARP,2024-12-15 15:04:47.075939894,6.914e-06,6074631.18310674,6.914e-06,-0.162919045
1734275087.107572,42,ARP,2024-12-15 15:04:47.107572079,0.031632185,1327.7615820721837,0.031632185,0.031625271
1734275087.122733,42,ARP,2024-12-15 15:04:47.122733116,0.015161037,2770.2590528603023,0.015161037,-0.016471147999999998
1734275087.122767,42,ARP,2024-12-15 15:04:47.122766972,3.3856e-05,1240548.2041587902,3.3856e-05,-0.015127181
1734275087.137882,42,ARP,2024-12-15 15:04:47.137881994,0.015115022,2778.6926145393636,0.015115022,0.015081166
1734275087.153244,42,ARP,2024-12-15 15:04:47.153244019,0.015362025,2734.014558627525,0.015362025,0.0002470029999999991
1734275087.184069,42,ARP,2024-12-15 15:04:47.184068918,0.030824899,1362.5348780542638,0.030824899,0.015462874
1734275087.581948,60,STP,2024-12-15 15:04:47.581948042,0.397879124,150.79956796124847,0.397879124,0.36705422499999996
1734275089.582543,60,STP,2024-12-15 15:04:49.582542896,2.000594854,29.991079843095505,2.000594854,1.6027157300000001
1734275091.584602,60,STP,2024-12-15 15:04:51.584602118,2.002059222,29.969143440253333,2.002059222,0.0014643680000001602
1734275093.585802,60,STP,2024-12-15 15:04:53.585802078,2.00119996,29.982011392804544,2.00119996,-0.0008592620000000828
1734275095.5868,60,STP,2024-12-15 15:04:55.586800098,2.00099802,29.985037166603494,2.00099802,-0.0002019400000001781
1734275097.589487,60,STP,2024-12-15 15:04:57.589487076,2.002686978,29.959749406229975,2.002686978,0.0016889579999999071
1734275099.593385,60,STP,2024-12-15 15:04:59.593384981,2.003897905,29.94164515581945,2.003897905,0.0012109270000002503
1734275101.594589,60,STP,2024-12-15 15:05:01.594588995,2.001204014,29.981950655831536,2.001204014,-0.0026938910000002814
1734275103.59701,60,STP,2024-12-15 15:05:03.597009897,2.002420902,29.96373037260675,2.002420902,0.0012168880000000826
1734275105.600327,60,STP,2024-12-15 15:05:05.600327015,2.003317118,29.95032561789351,2.003317118,0.0008962160000001163
1734275107.60105,60,STP,2024-12-15 15:05:07.601049900,2.000722885,29.98916064280436,2.000722885,-0.002594232999999946
1734275109.604256,60,STP,2024-12-15 15:05:09.604255915,2.003206015,29.951986740614895,2.003206015,0.002483129999999889
1734275111.607421,60,STP,2024-12-15 15:05:11.607420921,2.003165006,29.952599920767582,2.003165006,-4.100899999981422e-05
1734275113.608528,60,STP,2024-12-15 15:05:13.608527899,2.001106978,29.983404515418165,2.001106978,-0.0020580279999999895
1734275115.60942,60,STP,2024-12-15 15:05:15.609420061,2.000892162,29.986623536986,2.000892162,-0.0002148160000001731
1734275117.615329,60,STP,2024-12-15 15:05:17.615329027,2.005908966,29.91162660768525,2.005908966,0.005016803999999819
1734275119.6163,60,STP,2024-12-15 15:05:19.616300106,2.000971079,29.985440884025888,2.000971079,-0.004937886999999641
1734275121.618037,60,STP,2024-12-15 15:05:21.618036985,2.001736879,29.973969420983025,2.001736879,0.0007657999999999276
1734275123.62074,60,STP,2024-12-15 15:05:23.620739937,2.002702952,29.95951044066769,2.002702952,0.0009660729999998452
1734275125.619039,60,STP,2024-12-15 15:05:25.619039059,1.998299122,30.0255348858628,1.998299122,-0.0044038299999999975
1734275127.621294,60,STP,2024-12-15 15:05:27.621294022,2.002254963,29.966213648486285,2.002254963,0.0039558410000000155
1734275129.622821,60,STP,2024-12-15 15:05:29.622821093,2.001527071,29.977111411250057,2.001527071,-0.0007278920000000078
1734275131.625583,60,STP,2024-12-15 15:05:31.625582933,2.00276184,29.95862952931039,2.00276184,0.001234768999999858
1734275133.638809,60,STP,2024-12-15 15:05:33.638808966,2.013226033,29.80291284560396,2.013226033,0.010464193000000233
1734275135.63782,60,STP,2024-12-15 15:05:35.637820005,1.999011039,30.014841753957917,1.999011039,-0.014214994000000036
1734275137.643332,60,STP,2024-12-15 15:05:37.643332005,2.005512,29.917547239807092,2.005512,0.006500960999999972
1734275139.645327,60,STP,2024-12-15 15:05:39.645327091,2.001995086,29.97010353301137,2.001995086,-0.003516913999999982
1734275141.649269,60,STP,2024-12-15 15:05:41.649269104,2.003942013,29.940986121737645,2.003942013,0.0019469270000000982
1734275143.649973,60,STP,2024-12-15 15:05:43.649972916,2.000703812,29.98944653382807,2.000703812,-0.0032382010000002737
1734275145.652244,60,STP,2024-12-15 15:05:45.652244091,2.002271175,29.965971017886723,2.002271175,0.0015673630000003769
1734275147.651535,60,STP,2024-12-15 15:05:47.651535034,1.999290943,30.010639627051017,1.999290943,-0.0029802320000000826
1734275149.653571,60,STP,2024-12-15 15:05:49.653570890,2.002035856,29.969493213711953,2.002035856,0.0027449129999999045
1734275151.655352,60,STP,2024-12-15 15:05:51.655352116,2.001781226,29.973305384571532,2.001781226,-0.00025463000000014446
1734275153.657447,60,STP,2024-12-15 15:05:53.657447100,2.002094984,29.968608122740292,2.002094984,0.0003137580000003304
1734275155.660122,60,STP,2024-12-15 15:05:55.660121918,2.002674818,29.959931318215638,2.002674818,0.0005798339999998348
1734275157.662127,60,STP,2024-12-15 15:05:57.662127018,2.0020051,29.969953622995266,2.0020051,-0.0006697180000001524
1734275159.663389,60,STP,2024-12-15 15:05:59.663388968,2.00126195,29.98108268635198,2.00126195,-0.0007431499999999147
1734275161.664859,60,STP,2024-12-15 15:06:01.664859056,2.001470088,29.97796487678511,2.001470088,0.00020813800000007987
1734275163.668752,60,STP,2024-12-15 15:06:03.668751955,2.003892899,29.941719954166075,2.003892899,0.002422810999999747
1734275165.670308,60,STP,2024-12-15 15:06:05.670308113,2.001556158,29.97667577808726,2.001556158,-0.002336740999999698
1734275167.672284,60,STP,2024-12-15 15:06:07.672283888,2.001975775,29.970392623756897,2.001975775,0.00041961699999992774
1734275169.676278,60,STP,2024-12-15 15:06:09.676278114,2.003994226,29.940206025324144,2.003994226,0.0020184510000000877
1734275171.676083,60,STP,2024-12-15 15:06:11.676083088,1.999804974,30.002925675291376,1.999804974,-0.004189252000000199
1734275173.680052,60,STP,2024-12-15 15:06:13.680052042,2.003968954,29.940583600478277,2.003968954,0.004163979999999956
1734275175.681491,60,STP,2024-12-15 15:06:15.681490898,2.001438856,29.97843267613667,2.001438856,-0.002530097999999814
1734275177.68256,60,STP,2024-12-15 15:06:17.682559967,2.001069069,29.983972532234468,2.001069069,-0.0003697869999998993
1734275179.686932,60,STP,2024-12-15 15:06:19.686932087,2.00437212,29.934561253027205,2.00437212,0.003303051000000057
1734275181.692434,60,STP,2024-12-15 15:06:21.692434072,2.005501985,29.917696640923545,2.005501985,0.0011298649999997856
1734275183.694124,60,STP,2024-12-15 15:06:23.694123983,2.001689911,29.974672735411513,2.001689911,-0.003812073999999832
1734275185.695695,60,STP,2024-12-15 15:06:25.695694923,2.00157094,29.976454394366854,2.00157094,-0.00011897100000002325
1734275187.701201,60,STP,2024-12-15 15:06:27.701200962,2.005506039,29.917636164245923,2.005506039,0.0039350989999999975
1734275189.708809,60,STP,2024-12-15 15:06:29.708808899,2.007607937,29.886313405225394,2.007607937,0.0021018979999998244
1734275191.713268,60,STP,2024-12-15 15:06:31.713268042,2.004459143,29.933261652916613,2.004459143,-0.0031487939999998993
1734275193.716718,60,STP,2024-12-15 15:06:33.716717958,2.003449916,29.948340370690854,2.003449916,-0.001009226999999946
1734275195.717352,60,STP,2024-12-15 15:06:35.717351913,2.000633955,29.99049368828692,2.000633955,-0.0028159610000000335
1734275197.71929,60,STP,2024-12-15 15:06:37.719290018,2.001938105,29.97095656960883,2.001938105,0.0013041499999997264
1734275199.719123,60,STP,2024-12-15 15:06:39.719122887,1.999832869,30.00250717451329,1.999832869,-0.0021052359999997883
1734275201.730552,60,STP,2024-12-15 15:06:41.730551958,2.011429071,29.829538045888174,2.011429071,0.011596201999999778
1734275203.73378,60,STP,2024-12-15 15:06:43.733779907,2.003227949,29.951658786485915,2.003227949,-0.008201122000000005
1734275205.735489,60,STP,2024-12-15 15:06:45.735488892,2.001708985,29.974387111021535,2.001708985,-0.001518963999999734
1734275207.736479,60,STP,2024-12-15 15:06:47.736479044,2.000990152,29.98515506936888,2.000990152,-0.0007188330000000853
1734275209.740476,60,STP,2024-12-15 15:06:49.740475893,2.003996849,29.940166837058733,2.003996849,0.0030066970000000026
1734275211.741921,60,STP,2024-12-15 15:06:51.741920948,2.001445055,29.97833982507204,2.001445055,-0.0025517939999999406
1734275213.743321,60,STP,2024-12-15 15:06:53.743320942,2.001399994,29.979014779591335,2.001399994,-4.506100000023494e-05
1734275215.742631,60,STP,2024-12-15 15:06:55.742630959,1.999310017,30.010353316806295,1.999310017,-0.0020899769999997986
1734275217.745108,60,STP,2024-12-15 15:06:57.745107889,2.00247693,29.962892006950614,2.00247693,0.003166912999999827
1734275219.750075,60,STP,2024-12-15 15:06:59.750075102,2.004967213,29.925676395587022,2.004967213,0.002490283000000204
1734275221.749087,60,STP,2024-12-15 15:07:01.749087095,1.999011993,30.014827429802217,1.999011993,-0.005955219999999928
1734275223.755014,60,STP,2024-12-15 15:07:03.755013943,2.005926848,29.91135995802774,2.005926848,0.0069148549999999975
1734275225.75612,60,STP,2024-12-15 15:07:05.756119967,2.001106024,29.98341880959727,2.001106024,-0.004820824000000279
1734275227.756824,60,STP,2024-12-15 15:07:07.756824017,2.00070405,29.989442966339777,2.00070405,-0.0004019739999998606
1734275229.761906,60,STP,2024-12-15 15:07:09.761905909,2.005081892,29.923964821283217,2.005081892,0.004377842000000243
1734275231.761373,60,STP,2024-12-15 15:07:11.761373043,1.999467134,30.007995120163848,1.999467134,-0.0056147580000001085
1734275233.76145,60,STP,2024-12-15 15:07:13.761450052,2.000077009,29.998844909476183,2.000077009,0.0006098749999998709
1734275235.766193,60,STP,2024-12-15 15:07:15.766192913,2.004742861,29.929025396339846,2.004742861,0.004665852000000026
1734275237.766331,60,STP,2024-12-15 15:07:17.766330957,2.000138044,29.997929482911232,2.000138044,-0.00460481700000015
1734275239.768621,60,STP,2024-12-15 15:07:19.768620968,2.002290011,29.965689121145,2.002290011,0.002151967000000088
1734275241.772791,60,STP,2024-12-15 15:07:21.772790909,2.004169941,29.937581026717936,2.004169941,0.001879929999999863
1734275243.773862,60,STP,2024-12-15 15:07:23.773861885,2.001070976,29.983943957817917,2.001070976,-0.0030989649999999536
1734275245.776925,60,STP,2024-12-15 15:07:25.776925087,2.003063202,29.954122236428567,2.003063202,0.0019922260000000414
1734275247.778913,60,STP,2024-12-15 15:07:27.778913021,2.001987934,29.970210599680865,2.001987934,-0.001075267999999685
1734275249.782954,60,STP,2024-12-15 15:07:29.782953978,2.004040957,29.939507868052022,2.004040957,0.002053022999999765
1734275251.781218,60,STP,2024-12-15 15:07:31.781218052,1.998264074,30.026061510426775,1.998264074,-0.00577688300000001
1734275253.783685,60,STP,2024-12-15 15:07:33.783684969,2.002466917,29.963041831367246,2.002466917,0.004202843000000067
1734275255.814502,60,STP,2024-12-15 15:07:35.814502001,2.030817032,29.544759106589964,2.030817032,0.028350114999999843
1734275257.820757,60,STP,2024-12-15 15:07:37.820756912,2.006254911,29.90646884951102,2.006254911,-0.02456212099999977
1734275259.819178,60,STP,2024-12-15 15:07:39.819178104,1.998421192,30.023700829529634,1.998421192,-0.007833719000000183
1734275261.821141,60,STP,2024-12-15 15:07:41.821141005,2.001962901,29.970585354019004,2.001962901,0.0035417090000002815
1734275263.830849,60,STP,2024-12-15 15:07:43.830848932,2.009707927,29.855084509501463,2.009707927,0.007745025999999822
1734275265.823923,60,STP,2024-12-15 15:07:45.823923111,1.993074179,30.1042483175936,1.993074179,-0.01663374800000006
1734275267.828888,60,STP,2024-12-15 15:07:47.828887939,2.004964828,29.925711993587154,2.004964828,0.01189064899999992
1734275269.843064,60,STP,2024-12-15 15:07:49.843064070,2.014176131,29.788854647091433,2.014176131,0.009211303000000282
1734275271.842017,60,STP,2024-12-15 15:07:51.842016935,1.998952865,30.015715252995726,1.998952865,-0.015223266000000235
1734275273.85491,60,STP,2024-12-15 15:07:53.854909897,2.012892962,29.80784429808146,2.012892962,0.013940097000000096
1734275275.848643,60,STP,2024-12-15 15:07:55.848643064,1.993733167,30.094297969814534,1.993733167,-0.01915979499999998
1734275277.935853,60,STP,2024-12-15 15:07:57.935853004,2.08720994,28.746509323350576,2.08720994,0.09347677300000012
1734275279.939351,60,STP,2024-12-15 15:07:59.939351082,2.003498078,29.94762044388645,2.003498078,-0.08371186200000036
1734275281.98212,60,STP,2024-12-15 15:08:01.982120037,2.042768955,29.371897322573123,2.042768955,0.039270877000000315
1734275284.260913,60,STP,2024-12-15 15:08:04.260912894,2.278792857,26.32972971443714,2.278792857,0.2360239019999999
1734275286.270567,60,STP,2024-12-15 15:08:06.270566940,2.009654046,29.855884956628998,2.009654046,-0.2691388109999999
1734275288.270776,60,STP,2024-12-15 15:08:08.270776033,2.000209093,29.99686393286484,2.000209093,-0.009444953000000034
1734275291.285043,60,STP,2024-12-15 15:08:11.285043001,3.014266968,19.905337064357866,3.014266968,1.0140578749999998
1734275293.269817,60,STP,2024-12-15 15:08:13.269817114,1.984774113,30.230140350485314,1.984774113,-1.0294928549999998
1734275295.269924,60,STP,2024-12-15 15:08:15.269923925,2.000106811,29.99839792055985,2.000106811,0.015332698000000144
1734275297.281198,60,STP,2024-12-15 15:08:17.281198025,2.0112741,29.831836446360047,2.0112741,0.011167288999999858
1734275299.285088,60,STP,2024-12-15 15:08:19.285088062,2.003890037,29.941762717591672,2.003890037,-0.007384062999999941
1734275301.290889,60,STP,2024-12-15 15:08:21.290889025,2.005800963,29.91323720887056,2.005800963,0.0019109259999998685
1734275303.29343,60,STP,2024-12-15 15:08:23.293430090,2.002541065,29.961932391134262,2.002541065,-0.003259898000000039
1734275305.298419,60,STP,2024-12-15 15:08:25.298418999,2.004988909,29.925352569618624,2.004988909,0.002447844000000199
1734275307.299564,60,STP,2024-12-15 15:08:27.299563885,2.001144886,29.982836535105335,2.001144886,-0.0038440230000000852
1734275309.306323,60,STP,2024-12-15 15:08:29.306323051,2.006759166,29.898954003332552,2.006759166,0.0056142800000000825
1734275311.312987,60,STP,2024-12-15 15:08:31.312987089,2.006664038,29.900371394406783,2.006664038,-9.512800000033295e-05
1734275313.325153,60,STP,2024-12-15 15:08:33.325153112,2.012166023,29.81861303400013,2.012166023,0.005501984999999987
1734275315.323598,60,STP,2024-12-15 15:08:35.323597908,1.998444796,30.023346214062748,1.998444796,-0.01372122699999978
1734275317.331361,60,STP,2024-12-15 15:08:37.331361055,2.007763147,29.884003045703878,2.007763147,0.009318350999999891
1734275319.330104,60,STP,2024-12-15 15:08:39.330104113,1.998743058,30.018865986725544,1.998743058,-0.009020088999999842
1734275321.330065,60,STP,2024-12-15 15:08:41.330065012,1.999960899,30.000586526466886,1.999960899,0.0012178409999998863
1734275323.328954,60,STP,2024-12-15 15:08:43.328953981,1.998888969,30.0166747280699,1.998888969,-0.0010719299999999432
1734275325.328324,60,STP,2024-12-15 15:08:45.328324080,1.999370099,30.009451491752053,1.999370099,0.0004811300000000518
1734275327.33283,60,STP,2024-12-15 15:08:47.332829952,2.004505872,29.93256384933154,2.004505872,0.005135773000000121
1734275329.334521,60,STP,2024-12-15 15:08:49.334521055,2.001691103,29.974654885599495,2.001691103,-0.0028147689999999947
1734275331.346037,60,STP,2024-12-15 15:08:51.346036911,2.011515856,29.828251077927373,2.011515856,0.009824752999999742
1734275333.344443,60,STP,2024-12-15 15:08:53.344443083,1.998406172,30.023926487352742,1.998406172,-0.01310968400000001
1734275335.346893,60,STP,2024-12-15 15:08:55.346893072,2.002449989,29.963295128265997,2.002449989,0.004043817000000116
1734275337.350213,60,STP,2024-12-15 15:08:57.350213051,2.003319979,29.950282844955343,2.003319979,0.0008699899999999872
1734275339.353711,60,STP,2024-12-15 15:08:59.353710890,2.003497839,29.947624016379088,2.003497839,0.00017785999999997415
1734275341.359822,60,STP,2024-12-15 15:09:01.359822035,2.006111145,29.908612067453518,2.006111145,0.002613306000000204
1734275343.376421,60,STP,2024-12-15 15:09:03.376420975,2.01659894,29.75306532691126,2.01659894,0.010487794999999966
1734275345.37817,60,STP,2024-12-15 15:09:05.378170013,2.001749038,29.973787353457446,2.001749038,-0.014849902000000359
